"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
"Total"	"Washington"	"53"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			17	3144443	Unreliable
"Total"	"Washington"	"53"	"Female"	"F"	"2015"	"2015"					98	3144443	3.1
"Total"	"Washington"	"53"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by drowning and submersion"	"X71"			12	3199151	Unreliable
"Total"	"Washington"	"53"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"			44	3199151	1.4
"Total"	"Washington"	"53"	"Female"	"F"	"2016"	"2016"					68	3199151	2.1
"Total"	"Washington"	"53"	"Female"	"F"							390	15514904	2.5
"Total"	"Washington"	"53"									390	15514904	2.5
"Total"	"West Virginia"	"54"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"			15	837987	Unreliable
"Total"	"West Virginia"	"54"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			11	837987	Unreliable
"Total"	"West Virginia"	"54"	"Female"	"F"	"2012"	"2012"					29	837987	3.5
"Total"	"West Virginia"	"54"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			11	837210	Unreliable
"Total"	"West Virginia"	"54"	"Female"	"F"	"2013"	"2013"					19	837210	Unreliable
"Total"	"West Virginia"	"54"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"			22	835151	2.6
"Total"	"West Virginia"	"54"	"Female"	"F"	"2014"	"2014"					33	835151	4.0
"Total"	"West Virginia"	"54"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"			12	831587	Unreliable
"Total"	"West Virginia"	"54"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			15	831587	Unreliable
"Total"	"West Virginia"	"54"	"Female"	"F"	"2015"	"2015"					29	831587	3.5
"Total"	"West Virginia"	"54"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"			19	825378	Unreliable
"Total"	"West Virginia"	"54"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			17	825378	Unreliable
"Total"	"West Virginia"	"54"	"Female"	"F"	"2016"	"2016"					38	825378	4.6
"Total"	"West Virginia"	"54"	"Female"	"F"							148	4167313	3.6
"Total"	"West Virginia"	"54"									148	4167313	3.6
"Total"	"Wisconsin"	"55"	"Female"	"F"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"			14	2532867	Unreliable
"Total"	"Wisconsin"	"55"	"Female"	"F"	"2012"	"2012"					22	2532867	0.9
"Total"	"Wisconsin"	"55"	"Female"	"F"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"			21	2543276	0.8
"Total"	"Wisconsin"	"55"	"Female"	"F"	"2013"	"2013"					32	2543276	1.3
"Total"	"Wisconsin"	"55"	"Female"	"F"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"			30	2554077	1.2
"Total"	"Wisconsin"	"55"	"Female"	"F"	"2014"	"2014"					38	2554077	1.5
"Total"	"Wisconsin"	"55"	"Female"	"F"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"			36	2561442	1.4
"Total"	"Wisconsin"	"55"	"Female"	"F"	"2015"	"2015"					47	2561442	1.8
"Total"	"Wisconsin"	"55"	"Female"	"F"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"			37	2566196	1.4
"Total"	"Wisconsin"	"55"	"Female"	"F"	"2016"	"2016"					49	2566196	1.9
"Total"	"Wisconsin"	"55"	"Female"	"F"							188	12757858	1.5
"Total"	"Wisconsin"	"55"									188	12757858	1.5
"Total"	"Wyoming"	"56"	"Female"	"F"	"2012"	"2012"					12	244154	Unreliable
"Total"	"Wyoming"	"56"	"Female"	"F"	"2014"	"2014"					12	247595	Unreliable
"Total"	"Wyoming"	"56"	"Female"	"F"	"2015"	"2015"					12	248400	Unreliable
"Total"	"Wyoming"	"56"	"Female"	"F"	"2016"	"2016"					13	248431	Unreliable
"Total"	"Wyoming"	"56"	"Female"	"F"							57	1235496	4.6
"Total"	"Wyoming"	"56"									57	1235496	4.6
"Total"											15592	710220987	2.2
"---"
"Dataset: Underlying Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Five-Year Age Groups: 10-14 years, 15-19 years, 20-24 years, 25-29 years, 30-34 years, 35-39 years, 40-44 years, 45-49 years,"
"50-54 years, 55-59 years, 60-64 years , 65-69 years, 70-74 years, 75-79 years, 80-84 years, 85-89 years, 90-94 years, 95-99"
"years, 100+ years"
"Gender: Female"
"Hispanic Origin: All"
"ICD-10 Codes: X60 (Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics), X71"
"(Intentional self-harm by drowning and submersion), X72 (Intentional self-harm by handgun discharge), X74 (Intentional self-harm"
"by other and unspecified firearm discharge), X75 (Intentional self-harm by explosive material), X84 (Intentional self-harm by"
"unspecified means), Y87.0 (Sequelae of intentional self-harm)"
"Place of Death: All"
"Race: All"
"States: All"
"Weekday: All"
"Year/Month: 2012, 2013, 2014, 2015, 2016"
"Group By: State, Gender, Year, Cause of death, Five-Year Age Groups"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Aug 11, 2018 5:15:54 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Aug 11, 2018 5:15:54 AM"
"---"
Messages:
"1. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The"
"population figures for year 2011 are bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal"
"series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for"
"years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 -"
"2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for"
"1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for the infant age groups are the number"
"of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published"
"reports, due to use of the population estimates which were available at the time of release."
"7. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
